"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Arkansas","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Arkansas","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Arkansas","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Arkansas","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Arkansas","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Arkansas","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","California","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","3.1"
"Annual Survey of School System Finance","California","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.9"
"Annual Survey of School System Finance","California","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.4"
"Annual Survey of School System Finance","California","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.4"
"Annual Survey of School System Finance","California","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.1"
"Annual Survey of School System Finance","California","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.1"
"Annual Survey of School System Finance","California","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.1"
"Annual Survey of School System Finance","California","2012","FST","Revenue from federal sources Total (%)","State and Local ","13.2"
"Annual Survey of School System Finance","California","2013","FST","Revenue from federal sources Total (%)","State and Local ","11.8"
"Annual Survey of School System Finance","California","2014","FST","Revenue from federal sources Total (%)","State and Local ","10.6"
"Annual Survey of School System Finance","California","2015","FST","Revenue from federal sources Total (%)","State and Local ","10.0"
"Annual Survey of School System Finance","California","2016","FST","Revenue from federal sources Total (%)","State and Local ","8.9"
"Annual Survey of School System Finance","California","2017","FST","Revenue from federal sources Total (%)","State and Local ","8.9"
"Annual Survey of School System Finance","California","2018","FST","Revenue from federal sources Total (%)","State and Local ","8.7"
"Annual Survey of School System Finance","California","2012","LSCT","Revenue from local sources Charges (%)","State and Local ","1.6"
"Annual Survey of School System Finance","California","2013","LSCT","Revenue from local sources Charges (%)","State and Local ","1.6"
"Annual Survey of School System Finance","California","2014","LSCT","Revenue from local sources Charges (%)","State and Local ","1.6"
"Annual Survey of School System Finance","California","2015","LSCT","Revenue from local sources Charges (%)","State and Local ","1.5"
"Annual Survey of School System Finance","California","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","1.3"
"Annual Survey of School System Finance","California","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","1.3"
"Annual Survey of School System Finance","California","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","1.2"
"Annual Survey of School System Finance","California","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","1.0"
"Annual Survey of School System Finance","California","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.7"
"Annual Survey of School System Finance","California","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.1"
"Annual Survey of School System Finance","California","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","1.7"
"Annual Survey of School System Finance","California","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","1.7"
"Annual Survey of School System Finance","California","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","1.9"
"Annual Survey of School System Finance","California","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.1"
"Annual Survey of School System Finance","California","2012","LST","Revenue from local sources Total (%)","State and Local ","32.1"
"Annual Survey of School System Finance","California","2013","LST","Revenue from local sources Total (%)","State and Local ","35.3"
"Annual Survey of School System Finance","California","2014","LST","Revenue from local sources Total (%)","State and Local ","34.4"
"Annual Survey of School System Finance","California","2015","LST","Revenue from local sources Total (%)","State and Local ","33.8"
"Annual Survey of School System Finance","California","2016","LST","Revenue from local sources Total (%)","State and Local ","32.3"
"Annual Survey of School System Finance","California","2017","LST","Revenue from local sources Total (%)","State and Local ","33.9"
"Annual Survey of School System Finance","California","2018","LST","Revenue from local sources Total (%)","State and Local ","35.3"
"Annual Survey of School System Finance","California","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","25.7"
"Annual Survey of School System Finance","California","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","27.4"
"Annual Survey of School System Finance","California","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","26.8"
"Annual Survey of School System Finance","California","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","26.7"
"Annual Survey of School System Finance","California","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","25.7"
"Annual Survey of School System Finance","California","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","26.8"
"Annual Survey of School System Finance","California","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","27.6"
"Annual Survey of School System Finance","California","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","30.7"
"Annual Survey of School System Finance","California","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","28.8"
"Annual Survey of School System Finance","California","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","40.8"
"Annual Survey of School System Finance","California","2015","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","42.9"
"Annual Survey of School System Finance","California","2016","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","41.7"
"Annual Survey of School System Finance","California","2017","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","42.0"
"Annual Survey of School System Finance","California","2018","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","40.4"
"Annual Survey of School System Finance","California","2012","SST","Revenue from state sources Total (%)","State and Local ","54.7"
"Annual Survey of School System Finance","California","2013","SST","Revenue from state sources Total (%)","State and Local ","52.9"
"Annual Survey of School System Finance","California","2014","SST","Revenue from state sources Total (%)","State and Local ","55.0"
"Annual Survey of School System Finance","California","2015","SST","Revenue from state sources Total (%)","State and Local ","56.2"
"Annual Survey of School System Finance","California","2016","SST","Revenue from state sources Total (%)","State and Local ","58.8"
"Annual Survey of School System Finance","California","2017","SST","Revenue from state sources Total (%)","State and Local ","57.3"
"Annual Survey of School System Finance","California","2018","SST","Revenue from state sources Total (%)","State and Local ","56.1"
"Annual Survey of School System Finance","California","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","California","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","California","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","California","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
