CNTY_FIPS	CNTY_NAME	ST_NAME	MKT2015	CNTY_CWIFTEST	CNTY_CWIFTSE
40119	Payne County	Oklahoma	40119	0.799	0.029
40121	Pittsburg County	Oklahoma	40121	0.786	0.038
40123	Pontotoc County	Oklahoma	40123	0.859	0.034
40125	Pottawatomie County	Oklahoma	40125	0.827	0.028
40127	Pushmataha County	Oklahoma	40023	0.768	0.039
40129	Roger Mills County	Oklahoma	40009	0.724	0.041
40131	Rogers County	Oklahoma	40131	0.878	0.025
40133	Seminole County	Oklahoma	40091	0.778	0.033
40135	Sequoyah County	Oklahoma	40021	0.731	0.034
40137	Stephens County	Oklahoma	40137	0.804	0.067
40139	Texas County	Oklahoma	40153	0.782	0.041
40141	Tillman County	Oklahoma	40085	0.877	0.049
40143	Tulsa County	Oklahoma	40143	0.909	0.007
40145	Wagoner County	Oklahoma	40145	0.925	0.038
40147	Washington County	Oklahoma	40147	0.906	0.024
40149	Washita County	Oklahoma	40085	0.877	0.049
40151	Woods County	Oklahoma	40073	0.815	0.038
40153	Woodward County	Oklahoma	40153	0.782	0.041
41001	Baker County	Oregon	41001	0.879	0.049
41003	Benton County	Oregon	41003	0.871	0.019
41005	Clackamas County	Oregon	41005	1	0.016
41007	Clatsop County	Oregon	41007	0.858	0.042
41009	Columbia County	Oregon	41007	0.858	0.042
41011	Coos County	Oregon	41011	0.837	0.043
41013	Crook County	Oregon	41023	0.849	0.048
41015	Curry County	Oregon	41033	0.867	0.028
41017	Deschutes County	Oregon	41017	0.937	0.024
41019	Douglas County	Oregon	41019	0.88	0.034
41021	Gilliam County	Oregon	41065	0.907	0.034
41023	Grant County	Oregon	41023	0.849	0.048
41025	Harney County	Oregon	41023	0.849	0.048
41027	Hood River County	Oregon	41065	0.907	0.034
41029	Jackson County	Oregon	41029	0.892	0.021
41031	Jefferson County	Oregon	41065	0.907	0.034
41033	Josephine County	Oregon	41033	0.867	0.028
41035	Klamath County	Oregon	41035	0.891	0.03
41037	Lake County	Oregon	41023	0.849	0.048
41039	Lane County	Oregon	41039	0.875	0.014
41041	Lincoln County	Oregon	41041	0.788	0.034
41043	Linn County	Oregon	41043	0.888	0.033
41045	Malheur County	Oregon	41001	0.879	0.049
41047	Marion County	Oregon	41047	0.935	0.014
41049	Morrow County	Oregon	41023	0.849	0.048
41051	Multnomah County	Oregon	41051	1.005	0.006
41053	Polk County	Oregon	41053	0.826	0.035
41055	Sherman County	Oregon	41065	0.907	0.034
41057	Tillamook County	Oregon	41053	0.826	0.035
41059	Umatilla County	Oregon	41059	1.018	0.045
41061	Union County	Oregon	41061	0.88	0.037
41063	Wallowa County	Oregon	41001	0.879	0.049
41065	Wasco County	Oregon	41065	0.907	0.034
41067	Washington County	Oregon	41067	1.061	0.01
41069	Wheeler County	Oregon	41065	0.907	0.034
41071	Yamhill County	Oregon	41071	0.939	0.028
42001	Adams County	Pennsylvania	42001	0.874	0.03
42003	Allegheny County	Pennsylvania	42003	0.914	0.005
42005	Armstrong County	Pennsylvania	42005	0.8	0.044
42007	Beaver County	Pennsylvania	42007	0.88	0.019
42009	Bedford County	Pennsylvania	42009	0.825	0.035
42011	Berks County	Pennsylvania	42011	0.951	0.012
42013	Blair County	Pennsylvania	42013	0.828	0.022
42015	Bradford County	Pennsylvania	42015	0.864	0.03
42017	Bucks County	Pennsylvania	42017	0.956	0.012
42019	Butler County	Pennsylvania	42019	0.918	0.014
42021	Cambria County	Pennsylvania	42021	0.794	0.02
42023	Cameron County	Pennsylvania	42105	0.776	0.037
42025	Carbon County	Pennsylvania	42025	0.735	0.037
42027	Centre County	Pennsylvania	42027	0.88	0.015
42029	Chester County	Pennsylvania	42029	1.026	0.01
42031	Clarion County	Pennsylvania	42031	0.801	0.033
42033	Clearfield County	Pennsylvania	42033	0.779	0.029
42035	Clinton County	Pennsylvania	42035	0.85	0.048
42037	Columbia County	Pennsylvania	42037	0.824	0.025
42039	Crawford County	Pennsylvania	42039	0.796	0.031
42041	Cumberland County	Pennsylvania	42041	0.959	0.014
42043	Dauphin County	Pennsylvania	42043	0.917	0.011
42045	Delaware County	Pennsylvania	42045	1.039	0.011
42047	Elk County	Pennsylvania	42047	0.746	0.047
42049	Erie County	Pennsylvania	42049	0.831	0.013
42051	Fayette County	Pennsylvania	42051	0.814	0.023
42053	Forest County	Pennsylvania	42047	0.746	0.047
42055	Franklin County	Pennsylvania	42055	0.901	0.019
42057	Fulton County	Pennsylvania	42009	0.825	0.035
42059	Greene County	Pennsylvania	42059	0.759	0.048
42061	Huntingdon County	Pennsylvania	42061	0.804	0.038
42063	Indiana County	Pennsylvania	42063	0.838	0.027
42065	Jefferson County	Pennsylvania	42065	0.732	0.033
42067	Juniata County	Pennsylvania	42099	0.959	0.061
42069	Lackawanna County	Pennsylvania	42069	0.811	0.015
42071	Lancaster County	Pennsylvania	42071	0.905	0.013
42073	Lawrence County	Pennsylvania	42073	0.82	0.028
42075	Lebanon County	Pennsylvania	42075	0.881	0.015
42077	Lehigh County	Pennsylvania	42077	0.95	0.011
42079	Luzerne County	Pennsylvania	42079	0.836	0.012
42081	Lycoming County	Pennsylvania	42081	0.822	0.017
42083	McKean County	Pennsylvania	42083	0.762	0.029
42085	Mercer County	Pennsylvania	42085	0.796	0.019
42087	Mifflin County	Pennsylvania	42087	0.827	0.037
42089	Monroe County	Pennsylvania	42089	0.857	0.018
42091	Montgomery County	Pennsylvania	42091	1.036	0.008
42093	Montour County	Pennsylvania	42093	0.9	0.029
42095	Northampton County	Pennsylvania	42095	0.925	0.018
42097	Northumberland County	Pennsylvania	42097	0.855	0.029
42099	Perry County	Pennsylvania	42099	0.959	0.061
42101	Philadelphia County	Pennsylvania	42101	1.067	0.008
42103	Pike County	Pennsylvania	42127	0.814	0.045
42105	Potter County	Pennsylvania	42105	0.776	0.037
42107	Schuylkill County	Pennsylvania	42107	0.878	0.021
42109	Snyder County	Pennsylvania	42109	0.779	0.037
42111	Somerset County	Pennsylvania	42111	0.764	0.031
42113	Sullivan County	Pennsylvania	42131	0.8	0.05
42115	Susquehanna County	Pennsylvania	42115	0.811	0.046
42117	Tioga County	Pennsylvania	42117	0.773	0.033
42119	Union County	Pennsylvania	42119	0.906	0.032
42121	Venango County	Pennsylvania	42121	0.789	0.031
42123	Warren County	Pennsylvania	42123	0.743	0.031
42125	Washington County	Pennsylvania	42125	0.908	0.019
42127	Wayne County	Pennsylvania	42127	0.814	0.045
42129	Westmoreland County	Pennsylvania	42129	0.848	0.013
42131	Wyoming County	Pennsylvania	42131	0.8	0.05
42133	York County	Pennsylvania	42133	0.905	0.014
44001	Bristol County	Rhode Island	44001	0.939	0.041
44003	Kent County	Rhode Island	44003	0.933	0.021
44005	Newport County	Rhode Island	44005	0.962	0.021
44007	Providence County	Rhode Island	44007	1.019	0.009
44009	Washington County	Rhode Island	44009	0.972	0.029
45001	Abbeville County	South Carolina	45059	0.777	0.035
45003	Aiken County	South Carolina	45003	0.962	0.023
45005	Allendale County	South Carolina	45029	0.829	0.048
45007	Anderson County	South Carolina	45007	0.83	0.023
45009	Bamberg County	South Carolina	45029	0.829	0.048
45011	Barnwell County	South Carolina	45029	0.829	0.048
45013	Beaufort County	South Carolina	45013	0.851	0.021
45015	Berkeley County	South Carolina	45015	0.984	0.027
45017	Calhoun County	South Carolina	45027	0.719	0.042
45019	Charleston County	South Carolina	45019	0.922	0.011
45021	Cherokee County	South Carolina	45087	0.837	0.032
45023	Chester County	South Carolina	45087	0.837	0.032
45025	Chesterfield County	South Carolina	45025	0.785	0.033
45027	Clarendon County	South Carolina	45027	0.719	0.042
45029	Colleton County	South Carolina	45029	0.829	0.048
45031	Darlington County	South Carolina	45031	0.826	0.05
45033	Dillon County	South Carolina	45025	0.785	0.033
45035	Dorchester County	South Carolina	45035	0.909	0.029
45037	Edgefield County	South Carolina	45047	0.832	0.024
45039	Fairfield County	South Carolina	45071	0.875	0.041
45041	Florence County	South Carolina	45041	0.835	0.019
45043	Georgetown County	South Carolina	45043	0.82	0.048
45045	Greenville County	South Carolina	45045	0.887	0.01
45047	Greenwood County	South Carolina	45047	0.832	0.024
45049	Hampton County	South Carolina	45029	0.829	0.048
45051	Horry County	South Carolina	45051	0.807	0.017
45053	Jasper County	South Carolina	45013	0.851	0.021
45055	Kershaw County	South Carolina	45025	0.785	0.033
45057	Lancaster County	South Carolina	45057	0.938	0.036
45059	Laurens County	South Carolina	45059	0.777	0.035
45061	Lee County	South Carolina	45031	0.826	0.05
45063	Lexington County	South Carolina	45063	0.889	0.018
45065	McCormick County	South Carolina	45047	0.832	0.024
45067	Marion County	South Carolina	45027	0.719	0.042
45069	Marlboro County	South Carolina	45025	0.785	0.033
45071	Newberry County	South Carolina	45071	0.875	0.041
45073	Oconee County	South Carolina	45073	0.876	0.033
45075	Orangeburg County	South Carolina	45075	0.829	0.036
45077	Pickens County	South Carolina	45077	0.868	0.028
45079	Richland County	South Carolina	45079	0.873	0.01
45081	Saluda County	South Carolina	45071	0.875	0.041
45083	Spartanburg County	South Carolina	45083	0.858	0.015
45085	Sumter County	South Carolina	45085	0.801	0.022
45087	Union County	South Carolina	45087	0.837	0.032
45089	Williamsburg County	South Carolina	45027	0.719	0.042
45091	York County	South Carolina	45091	0.929	0.022
46003	Aurora County	South Dakota	46005	0.786	0.038
46005	Beadle County	South Dakota	46005	0.786	0.038
46007	Bennett County	South Dakota	46102	0.699	0.04
46009	Bon Homme County	South Dakota	46125	0.768	0.033
46011	Brookings County	South Dakota	46011	0.841	0.024
46013	Brown County	South Dakota	46013	0.816	0.039
46015	Brule County	South Dakota	46015	0.793	0.027
46017	Buffalo County	South Dakota	46015	0.793	0.027
46019	Butte County	South Dakota	46081	0.743	0.03
46021	Campbell County	South Dakota	46041	0.78	0.037
46023	Charles Mix County	South Dakota	46005	0.786	0.038
46025	Clark County	South Dakota	46037	0.822	0.039
46027	Clay County	South Dakota	46027	0.846	0.046
46029	Codington County	South Dakota	46029	0.845	0.049
46031	Corson County	South Dakota	46041	0.78	0.037
46033	Custer County	South Dakota	46102	0.699	0.04
46035	Davison County	South Dakota	46035	0.865	0.059
46037	Day County	South Dakota	46037	0.822	0.039
46039	Deuel County	South Dakota	46077	0.788	0.049
46041	Dewey County	South Dakota	46041	0.78	0.037
46043	Douglas County	South Dakota	46125	0.768	0.033
46045	Edmunds County	South Dakota	46041	0.78	0.037
46047	Fall River County	South Dakota	46102	0.699	0.04
46049	Faulk County	South Dakota	46041	0.78	0.037
46051	Grant County	South Dakota	46077	0.788	0.049
46053	Gregory County	South Dakota	46015	0.793	0.027
46055	Haakon County	South Dakota	46015	0.793	0.027
46057	Hamlin County	South Dakota	46077	0.788	0.049
46059	Hand County	South Dakota	46015	0.793	0.027
46061	Hanson County	South Dakota	46077	0.788	0.049
46063	Harding County	South Dakota	46041	0.78	0.037
46065	Hughes County	South Dakota	46065	0.784	0.023
46067	Hutchinson County	South Dakota	46125	0.768	0.033
46069	Hyde County	South Dakota	46065	0.784	0.023
46071	Jackson County	South Dakota	46015	0.793	0.027
46073	Jerauld County	South Dakota	46015	0.793	0.027
46075	Jones County	South Dakota	46015	0.793	0.027
46077	Kingsbury County	South Dakota	46077	0.788	0.049
46079	Lake County	South Dakota	46079	0.738	0.051
46081	Lawrence County	South Dakota	46081	0.743	0.03
46083	Lincoln County	South Dakota	46083	0.906	0.032
46085	Lyman County	South Dakota	46015	0.793	0.027
46087	McCook County	South Dakota	46079	0.738	0.051
46089	McPherson County	South Dakota	46013	0.816	0.039
46091	Marshall County	South Dakota	46037	0.822	0.039
46093	Meade County	South Dakota	46081	0.743	0.03
46095	Mellette County	South Dakota	46015	0.793	0.027
46097	Miner County	South Dakota	46077	0.788	0.049
46099	Minnehaha County	South Dakota	46099	0.815	0.013
46101	Moody County	South Dakota	46079	0.738	0.051
46102	Oglala Lakota County	South Dakota	46102	0.699	0.04
46103	Pennington County	South Dakota	46103	0.81	0.018
46105	Perkins County	South Dakota	46041	0.78	0.037
46107	Potter County	South Dakota	46041	0.78	0.037
46109	Roberts County	South Dakota	46037	0.822	0.039
46111	Sanborn County	South Dakota	46005	0.786	0.038
46115	Spink County	South Dakota	46037	0.822	0.039
46117	Stanley County	South Dakota	46041	0.78	0.037
46119	Sully County	South Dakota	46041	0.78	0.037
46121	Todd County	South Dakota	46102	0.699	0.04
46123	Tripp County	South Dakota	46015	0.793	0.027
46125	Turner County	South Dakota	46125	0.768	0.033
46127	Union County	South Dakota	46027	0.846	0.046
46129	Walworth County	South Dakota	46041	0.78	0.037
46135	Yankton County	South Dakota	46135	0.815	0.036
46137	Ziebach County	South Dakota	46041	0.78	0.037
47001	Anderson County	Tennessee	47001	0.996	0.025
47003	Bedford County	Tennessee	47055	0.761	0.026
47005	Benton County	Tennessee	47005	0.745	0.034
47007	Bledsoe County	Tennessee	47153	0.68	0.032
47009	Blount County	Tennessee	47009	0.799	0.021
47011	Bradley County	Tennessee	47011	0.766	0.019
47013	Campbell County	Tennessee	47013	0.71	0.035
47015	Cannon County	Tennessee	47159	0.882	0.047
47017	Carroll County	Tennessee	47079	0.774	0.038
47019	Carter County	Tennessee	47019	0.757	0.045
47021	Cheatham County	Tennessee	47043	0.809	0.029
47023	Chester County	Tennessee	47071	0.76	0.055
47025	Claiborne County	Tennessee	47013	0.71	0.035
47027	Clay County	Tennessee	47159	0.882	0.047
47029	Cocke County	Tennessee	47089	0.828	0.041
47031	Coffee County	Tennessee	47031	0.829	0.034
47033	Crockett County	Tennessee	47053	0.783	0.024
47035	Cumberland County	Tennessee	47035	0.784	0.042
47037	Davidson County	Tennessee	47037	0.962	0.007
47039	Decatur County	Tennessee	47005	0.745	0.034
47041	DeKalb County	Tennessee	47159	0.882	0.047
47043	Dickson County	Tennessee	47043	0.809	0.029
47045	Dyer County	Tennessee	47131	0.795	0.043
47047	Fayette County	Tennessee	47047	0.863	0.044
47049	Fentress County	Tennessee	47035	0.784	0.042
47051	Franklin County	Tennessee	47051	0.895	0.05
47053	Gibson County	Tennessee	47053	0.783	0.024
47055	Giles County	Tennessee	47055	0.761	0.026
47057	Grainger County	Tennessee	47089	0.828	0.041
47059	Greene County	Tennessee	47059	0.866	0.06
47061	Grundy County	Tennessee	47153	0.68	0.032
47063	Hamblen County	Tennessee	47063	0.715	0.037
47065	Hamilton County	Tennessee	47065	0.855	0.012
47067	Hancock County	Tennessee	47013	0.71	0.035
47069	Hardeman County	Tennessee	47047	0.863	0.044
47071	Hardin County	Tennessee	47071	0.76	0.055
47073	Hawkins County	Tennessee	47013	0.71	0.035
47075	Haywood County	Tennessee	47167	0.797	0.044
47077	Henderson County	Tennessee	47071	0.76	0.055
47079	Henry County	Tennessee	47079	0.774	0.038
47081	Hickman County	Tennessee	47043	0.809	0.029
47083	Houston County	Tennessee	47079	0.774	0.038
47085	Humphreys County	Tennessee	47005	0.745	0.034
47087	Jackson County	Tennessee	47159	0.882	0.047
47089	Jefferson County	Tennessee	47089	0.828	0.041
47091	Johnson County	Tennessee	47019	0.757	0.045
47093	Knox County	Tennessee	47093	0.847	0.008
47095	Lake County	Tennessee	47131	0.795	0.043
47097	Lauderdale County	Tennessee	47167	0.797	0.044
47099	Lawrence County	Tennessee	47005	0.745	0.034
47101	Lewis County	Tennessee	47005	0.745	0.034
47103	Lincoln County	Tennessee	47051	0.895	0.05
47105	Loudon County	Tennessee	47105	0.753	0.037
47107	McMinn County	Tennessee	47107	0.816	0.045
47109	McNairy County	Tennessee	47047	0.863	0.044
47111	Macon County	Tennessee	47159	0.882	0.047
47113	Madison County	Tennessee	47113	0.854	0.025
47115	Marion County	Tennessee	47153	0.68	0.032
47117	Marshall County	Tennessee	47055	0.761	0.026
47119	Maury County	Tennessee	47119	0.866	0.035
47121	Meigs County	Tennessee	47145	0.884	0.04
47123	Monroe County	Tennessee	47105	0.753	0.037
47125	Montgomery County	Tennessee	47125	0.808	0.023
47127	Moore County	Tennessee	47051	0.895	0.05
47129	Morgan County	Tennessee	47035	0.784	0.042
47131	Obion County	Tennessee	47131	0.795	0.043
47133	Overton County	Tennessee	47159	0.882	0.047
47135	Perry County	Tennessee	47005	0.745	0.034
47137	Pickett County	Tennessee	47159	0.882	0.047
47139	Polk County	Tennessee	47107	0.816	0.045
47141	Putnam County	Tennessee	47141	0.775	0.019
47143	Rhea County	Tennessee	47145	0.884	0.04
47145	Roane County	Tennessee	47145	0.884	0.04
47147	Robertson County	Tennessee	47043	0.809	0.029
47149	Rutherford County	Tennessee	47149	0.902	0.021
47151	Scott County	Tennessee	47159	0.882	0.047
47153	Sequatchie County	Tennessee	47153	0.68	0.032
47155	Sevier County	Tennessee	47155	0.796	0.034
47157	Shelby County	Tennessee	47157	0.95	0.009
47159	Smith County	Tennessee	47159	0.882	0.047
47161	Stewart County	Tennessee	47079	0.774	0.038
47163	Sullivan County	Tennessee	47163	0.811	0.017
47165	Sumner County	Tennessee	47165	0.906	0.027
47167	Tipton County	Tennessee	47167	0.797	0.044
47169	Trousdale County	Tennessee	47159	0.882	0.047
47171	Unicoi County	Tennessee	47019	0.757	0.045
47173	Union County	Tennessee	47013	0.71	0.035
47175	Van Buren County	Tennessee	47153	0.68	0.032
47177	Warren County	Tennessee	47153	0.68	0.032
47179	Washington County	Tennessee	47179	0.728	0.026
47181	Wayne County	Tennessee	47005	0.745	0.034
47183	Weakley County	Tennessee	47053	0.783	0.024
47185	White County	Tennessee	47153	0.68	0.032
47187	Williamson County	Tennessee	47187	0.987	0.017
47189	Wilson County	Tennessee	47189	0.866	0.034
48001	Anderson County	Texas	48001	0.783	0.041
48003	Andrews County	Texas	48371	0.792	0.044
48005	Angelina County	Texas	48005	0.848	0.041
48007	Aransas County	Texas	48057	0.99	0.03
48009	Archer County	Texas	48363	0.898	0.039
48011	Armstrong County	Texas	48437	0.933	0.035
48013	Atascosa County	Texas	48013	0.844	0.063
48015	Austin County	Texas	48477	0.926	0.037
48017	Bailey County	Texas	48305	0.794	0.047
48019	Bandera County	Texas	48435	0.803	0.054
48021	Bastrop County	Texas	48021	0.879	0.04
48023	Baylor County	Texas	48191	0.819	0.037
48025	Bee County	Texas	48025	0.935	0.047
48027	Bell County	Texas	48027	0.849	0.02
48029	Bexar County	Texas	48029	0.927	0.006
48031	Blanco County	Texas	48299	0.781	0.047
48033	Borden County	Texas	48305	0.794	0.047
48035	Bosque County	Texas	48193	0.848	0.032
48037	Bowie County	Texas	48037	0.888	0.033
48039	Brazoria County	Texas	48039	1.008	0.028
48041	Brazos County	Texas	48041	0.886	0.018
48043	Brewster County	Texas	48371	0.792	0.044
48045	Briscoe County	Texas	48437	0.933	0.035
48047	Brooks County	Texas	48013	0.844	0.063
48049	Brown County	Texas	48049	0.759	0.052
48051	Burleson County	Texas	48287	0.834	0.048
48053	Burnet County	Texas	48299	0.781	0.047
48055	Caldwell County	Texas	48021	0.879	0.04
48057	Calhoun County	Texas	48057	0.99	0.03
48059	Callahan County	Texas	48253	0.832	0.084
48061	Cameron County	Texas	48061	0.89	0.038
48063	Camp County	Texas	48499	0.781	0.059
48065	Carson County	Texas	48437	0.933	0.035
48067	Cass County	Texas	48067	0.712	0.06
48069	Castro County	Texas	48437	0.933	0.035
48071	Chambers County	Texas	48225	0.854	0.055
48073	Cherokee County	Texas	48213	0.801	0.066
48075	Childress County	Texas	48191	0.819	0.037
48077	Clay County	Texas	48485	0.81	0.021
48079	Cochran County	Texas	48305	0.794	0.047
48081	Coke County	Texas	48431	0.88	0.049
48083	Coleman County	Texas	48253	0.832	0.084
48085	Collin County	Texas	48085	1.055	0.008
48087	Collingsworth County	Texas	48191	0.819	0.037
48089	Colorado County	Texas	48285	0.851	0.045
48091	Comal County	Texas	48091	0.881	0.031
48093	Comanche County	Texas	48253	0.832	0.084
48095	Concho County	Texas	48253	0.832	0.084
48097	Cooke County	Texas	48097	0.9	0.038
48099	Coryell County	Texas	48193	0.848	0.032
48101	Cottle County	Texas	48191	0.819	0.037
48103	Crane County	Texas	48371	0.792	0.044
48105	Crockett County	Texas	48435	0.803	0.054
48107	Crosby County	Texas	48305	0.794	0.047
48109	Culberson County	Texas	48141	0.812	0.012
48111	Dallam County	Texas	48359	0.875	0.042
48113	Dallas County	Texas	48113	1.058	0.006
48115	Dawson County	Texas	48431	0.88	0.049
48117	Deaf Smith County	Texas	48437	0.933	0.035
48119	Delta County	Texas	48223	0.843	0.037
48121	Denton County	Texas	48121	0.99	0.014
48123	DeWitt County	Texas	48255	0.918	0.05
48125	Dickens County	Texas	48191	0.819	0.037
48127	Dimmit County	Texas	48013	0.844	0.063
48129	Donley County	Texas	48437	0.933	0.035
48131	Duval County	Texas	48013	0.844	0.063
48133	Eastland County	Texas	48253	0.832	0.084
48135	Ector County	Texas	48135	0.964	0.049
48137	Edwards County	Texas	48435	0.803	0.054
48139	Ellis County	Texas	48139	0.905	0.033
48141	El Paso County	Texas	48141	0.812	0.012
48143	Erath County	Texas	48143	0.813	0.044
48145	Falls County	Texas	48287	0.834	0.048
48147	Fannin County	Texas	48223	0.843	0.037
48149	Fayette County	Texas	48285	0.851	0.045
48151	Fisher County	Texas	48305	0.794	0.047
48153	Floyd County	Texas	48191	0.819	0.037
48155	Foard County	Texas	48191	0.819	0.037
48157	Fort Bend County	Texas	48157	0.98	0.02
48159	Franklin County	Texas	48499	0.781	0.059
48161	Freestone County	Texas	48349	0.823	0.039
48163	Frio County	Texas	48463	0.916	0.044
48165	Gaines County	Texas	48305	0.794	0.047
48167	Galveston County	Texas	48167	0.977	0.022
48169	Garza County	Texas	48305	0.794	0.047
48171	Gillespie County	Texas	48435	0.803	0.054
48173	Glasscock County	Texas	48431	0.88	0.049
48175	Goliad County	Texas	48255	0.918	0.05
48177	Gonzales County	Texas	48021	0.879	0.04
48179	Gray County	Texas	48437	0.933	0.035
48181	Grayson County	Texas	48181	0.842	0.027
48183	Gregg County	Texas	48183	0.8	0.029
48185	Grimes County	Texas	48001	0.783	0.041
48187	Guadalupe County	Texas	48187	0.876	0.04
48189	Hale County	Texas	48191	0.819	0.037
48191	Hall County	Texas	48191	0.819	0.037
48193	Hamilton County	Texas	48193	0.848	0.032
48195	Hansford County	Texas	48359	0.875	0.042
48197	Hardeman County	Texas	48191	0.819	0.037
48199	Hardin County	Texas	48199	0.865	0.054
48201	Harris County	Texas	48201	1.067	0.004
48203	Harrison County	Texas	48203	0.855	0.04
48205	Hartley County	Texas	48359	0.875	0.042
48207	Haskell County	Texas	48253	0.832	0.084
48209	Hays County	Texas	48209	0.902	0.025
48211	Hemphill County	Texas	48191	0.819	0.037
48213	Henderson County	Texas	48213	0.801	0.066
48215	Hidalgo County	Texas	48215	0.858	0.024
48217	Hill County	Texas	48349	0.823	0.039
48219	Hockley County	Texas	48305	0.794	0.047
48221	Hood County	Texas	48363	0.898	0.039
48223	Hopkins County	Texas	48223	0.843	0.037
48225	Houston County	Texas	48225	0.854	0.055
48227	Howard County	Texas	48431	0.88	0.049
48229	Hudspeth County	Texas	48141	0.812	0.012
48231	Hunt County	Texas	48231	0.889	0.023
48233	Hutchinson County	Texas	48359	0.875	0.042
48235	Irion County	Texas	48435	0.803	0.054
48237	Jack County	Texas	48363	0.898	0.039
48239	Jackson County	Texas	48057	0.99	0.03
48241	Jasper County	Texas	48199	0.865	0.054
48243	Jeff Davis County	Texas	48371	0.792	0.044
48245	Jefferson County	Texas	48245	0.994	0.023
48247	Jim Hogg County	Texas	48479	0.856	0.024
48249	Jim Wells County	Texas	48025	0.935	0.047
48251	Johnson County	Texas	48251	0.947	0.041
48253	Jones County	Texas	48253	0.832	0.084
48255	Karnes County	Texas	48255	0.918	0.05
48257	Kaufman County	Texas	48257	0.837	0.056
48259	Kendall County	Texas	48265	0.925	0.04
48261	Kenedy County	Texas	48025	0.935	0.047
48263	Kent County	Texas	48305	0.794	0.047
48265	Kerr County	Texas	48265	0.925	0.04
48267	Kimble County	Texas	48265	0.925	0.04
48269	King County	Texas	48305	0.794	0.047
48271	Kinney County	Texas	48463	0.916	0.044
48273	Kleberg County	Texas	48025	0.935	0.047
48275	Knox County	Texas	48191	0.819	0.037
48277	Lamar County	Texas	48223	0.843	0.037
48279	Lamb County	Texas	48305	0.794	0.047
48281	Lampasas County	Texas	48193	0.848	0.032
48283	La Salle County	Texas	48013	0.844	0.063
48285	Lavaca County	Texas	48285	0.851	0.045
48287	Lee County	Texas	48287	0.834	0.048
48289	Leon County	Texas	48001	0.783	0.041
48291	Liberty County	Texas	48225	0.854	0.055
48293	Limestone County	Texas	48287	0.834	0.048
48295	Lipscomb County	Texas	48359	0.875	0.042
48297	Live Oak County	Texas	48025	0.935	0.047
48299	Llano County	Texas	48299	0.781	0.047
48301	Loving County	Texas	48371	0.792	0.044
48303	Lubbock County	Texas	48303	0.839	0.017
48305	Lynn County	Texas	48305	0.794	0.047
48307	McCulloch County	Texas	48049	0.759	0.052
48309	McLennan County	Texas	48309	0.856	0.014
48311	McMullen County	Texas	48013	0.844	0.063
48313	Madison County	Texas	48001	0.783	0.041
48315	Marion County	Texas	48067	0.712	0.06
48317	Martin County	Texas	48431	0.88	0.049
48319	Mason County	Texas	48435	0.803	0.054
48321	Matagorda County	Texas	48057	0.99	0.03
48323	Maverick County	Texas	48013	0.844	0.063
48325	Medina County	Texas	48463	0.916	0.044
48327	Menard County	Texas	48435	0.803	0.054
48329	Midland County	Texas	48329	0.99	0.035
48331	Milam County	Texas	48287	0.834	0.048
48333	Mills County	Texas	48253	0.832	0.084
48335	Mitchell County	Texas	48431	0.88	0.049
48337	Montague County	Texas	48097	0.9	0.038
48339	Montgomery County	Texas	48339	1.047	0.021
48341	Moore County	Texas	48359	0.875	0.042
48343	Morris County	Texas	48067	0.712	0.06
48345	Motley County	Texas	48191	0.819	0.037
48347	Nacogdoches County	Texas	48347	0.896	0.05
48349	Navarro County	Texas	48349	0.823	0.039
48351	Newton County	Texas	48199	0.865	0.054
48353	Nolan County	Texas	48431	0.88	0.049
48355	Nueces County	Texas	48355	0.914	0.024
48357	Ochiltree County	Texas	48359	0.875	0.042
48359	Oldham County	Texas	48359	0.875	0.042
48361	Orange County	Texas	48199	0.865	0.054
48363	Palo Pinto County	Texas	48363	0.898	0.039
48365	Panola County	Texas	48401	0.872	0.045
48367	Parker County	Texas	48367	0.961	0.051
48369	Parmer County	Texas	48437	0.933	0.035
48371	Pecos County	Texas	48371	0.792	0.044
48373	Polk County	Texas	48199	0.865	0.054
48375	Potter County	Texas	48375	0.922	0.024
48377	Presidio County	Texas	48371	0.792	0.044
48379	Rains County	Texas	48499	0.781	0.059
48381	Randall County	Texas	48381	0.866	0.037
48383	Reagan County	Texas	48371	0.792	0.044
48385	Real County	Texas	48435	0.803	0.054
48387	Red River County	Texas	48499	0.781	0.059
48389	Reeves County	Texas	48371	0.792	0.044
48391	Refugio County	Texas	48255	0.918	0.05
48393	Roberts County	Texas	48437	0.933	0.035
48395	Robertson County	Texas	48287	0.834	0.048
48397	Rockwall County	Texas	48397	1.023	0.037
48399	Runnels County	Texas	48253	0.832	0.084
48401	Rusk County	Texas	48401	0.872	0.045
48403	Sabine County	Texas	48401	0.872	0.045
48405	San Augustine County	Texas	48401	0.872	0.045
48407	San Jacinto County	Texas	48225	0.854	0.055
48409	San Patricio County	Texas	48057	0.99	0.03
48411	San Saba County	Texas	48299	0.781	0.047
48413	Schleicher County	Texas	48435	0.803	0.054
48415	Scurry County	Texas	48431	0.88	0.049
48417	Shackelford County	Texas	48253	0.832	0.084
48419	Shelby County	Texas	48401	0.872	0.045
48421	Sherman County	Texas	48359	0.875	0.042
48423	Smith County	Texas	48423	0.914	0.021
48425	Somervell County	Texas	48193	0.848	0.032
48427	Starr County	Texas	48479	0.856	0.024
